observation_date,Price,Open,High,Low,Change %,Change_Return,Oil_Price,Gold_Price,SharePrice_UK,SharePrice_Switzerland,GDP_UK,GDP_Switzerland,Interest_Rate_Switzerland,Interest_Rate_UK,CPI_UK,CPI_Switzerland,Volatility Index
24/1/2022,1.232,1.2356,1.2394,1.2277,-0.24,-24,84.48,68.5,113.6568,144.9727,1.013349515,0.231615051,0.045,1.2051,4.9,1.648757,29.9
25/1/2022,1.2394,1.2325,1.2425,1.2317,0.6,60,86.61,68.5,113.6568,144.9727,1.013349515,0.231615051,0.045,1.2051,4.9,1.648757,31.16
26/1/2022,1.2437,1.2396,1.2461,1.2382,0.35,35,88.33,68.5,113.6568,144.9727,1.013349515,0.231615051,0.045,1.2051,4.9,1.648757,31.96
27/1/2022,1.2455,1.2443,1.2489,1.2409,0.14,14,87.61,68.5,113.6568,144.9727,1.013349515,0.231615051,0.045,1.2051,4.9,1.648757,30.49
28/1/2022,1.2475,1.2458,1.2512,1.2437,0.16,16,87.67,68.5,113.6568,144.9727,1.013349515,0.231615051,0.045,1.2051,4.9,1.648757,27.66
29/1/2022,1.2475,1.2458,1.2512,1.2437,0.16,16,87.67,68.5,113.6568,144.9727,1.013349515,0.231615051,0.045,1.2051,4.9,1.648757,27.66
30/1/2022,1.2475,1.2458,1.2512,1.2437,0.16,16,87.67,68.5,113.6568,144.9727,1.013349515,0.231615051,0.045,1.2051,4.9,1.648757,27.66
31/1/2022,1.2462,1.2473,1.2553,1.2446,-0.1,-10,89.16,68.5,113.6568,144.9727,1.013349515,0.231615051,0.045,1.2051,4.9,1.648757,24.83
1/2/2022,1.2457,1.2469,1.2477,1.2414,-0.04,-4,88.22,68.4,114.2632,139.8382,1.013349515,0.231615051,0.263,1.4891,5.48,2.150821,21.96
2/2/2022,1.247,1.2456,1.2485,1.2447,0.1,10,88.16,68.4,114.2632,139.8382,1.013349515,0.231615051,0.263,1.4891,5.48,2.150821,22.09
3/2/2022,1.2504,1.2472,1.2566,1.2456,0.27,27,90.17,68.4,114.2632,139.8382,1.013349515,0.231615051,0.263,1.4891,5.48,2.150821,24.35
4/2/2022,1.252,1.251,1.254,1.2477,0.13,13,92.27,68.4,114.2632,139.8382,1.013349515,0.231615051,0.263,1.4891,5.48,2.150821,23.22
5/2/2022,1.252,1.251,1.254,1.2477,0.13,13,92.27,68.4,114.2632,139.8382,1.013349515,0.231615051,0.263,1.4891,5.48,2.150821,23.22
6/2/2022,1.252,1.251,1.254,1.2477,0.13,13,92.27,68.4,114.2632,139.8382,1.013349515,0.231615051,0.263,1.4891,5.48,2.150821,23.22
7/2/2022,1.2505,1.2524,1.2545,1.2467,-0.12,-12,91.25,68.4,114.2632,139.8382,1.013349515,0.231615051,0.263,1.4891,5.48,2.150821,22.86
8/2/2022,1.2521,1.2511,1.2539,1.2488,0.13,13,89.32,68.4,114.2632,139.8382,1.013349515,0.231615051,0.263,1.4891,5.48,2.150821,21.44
9/2/2022,1.2508,1.2524,1.2554,1.2492,-0.1,-10,89.57,68.4,114.2632,139.8382,1.013349515,0.231615051,0.263,1.4891,5.48,2.150821,19.96
10/2/2022,1.2541,1.2513,1.2597,1.2497,0.26,26,89.83,68.4,114.2632,139.8382,1.013349515,0.231615051,0.263,1.4891,5.48,2.150821,23.91
11/2/2022,1.2551,1.2542,1.2604,1.2518,0.08,8,93.1,68.4,114.2632,139.8382,1.013349515,0.231615051,0.263,1.4891,5.48,2.150821,27.36
12/2/2022,1.2551,1.2542,1.2604,1.2518,0.08,8,93.1,68.4,114.2632,139.8382,1.013349515,0.231615051,0.263,1.4891,5.48,2.150821,27.36
13/2/2022,1.2551,1.2542,1.2604,1.2518,0.08,8,93.1,68.4,114.2632,139.8382,1.013349515,0.231615051,0.263,1.4891,5.48,2.150821,27.36
14/2/2022,1.2503,1.2556,1.256,1.2467,-0.38,-38,95.52,68.4,114.2632,139.8382,1.013349515,0.231615051,0.263,1.4891,5.48,2.150821,28.33
15/2/2022,1.2523,1.2504,1.2561,1.2484,0.16,16,92.07,68.4,114.2632,139.8382,1.013349515,0.231615051,0.263,1.4891,5.48,2.150821,25.7
16/2/2022,1.2532,1.2529,1.2564,1.251,0.07,7,93.83,68.4,114.2632,139.8382,1.013349515,0.231615051,0.263,1.4891,5.48,2.150821,24.29
17/2/2022,1.2526,1.2538,1.2561,1.2501,-0.05,-5,91.78,68.4,114.2632,139.8382,1.013349515,0.231615051,0.263,1.4891,5.48,2.150821,28.11
18/2/2022,1.2523,1.2529,1.2579,1.2497,-0.02,-2,91.26,68.4,114.2632,139.8382,1.013349515,0.231615051,0.263,1.4891,5.48,2.150821,27.75
19/2/2022,1.2523,1.2529,1.2579,1.2497,-0.02,-2,91.26,68.4,114.2632,139.8382,1.013349515,0.231615051,0.263,1.4891,5.48,2.150821,27.75
20/2/2022,1.2523,1.2529,1.2579,1.2497,-0.02,-2,91.26,68.4,114.2632,139.8382,1.013349515,0.231615051,0.263,1.4891,5.48,2.150821,27.75
21/2/2022,1.245,1.2514,1.2546,1.2449,-0.58,-58,91.26,68.4,114.2632,139.8382,1.013349515,0.231615051,0.263,1.4891,5.48,2.150821,27.75
22/2/2022,1.2514,1.2458,1.2537,1.2424,0.51,51,92.11,68.4,114.2632,139.8382,1.013349515,0.231615051,0.263,1.4891,5.48,2.150821,28.81
23/2/2022,1.2433,1.2517,1.255,1.2427,-0.65,-65,92.14,68.4,114.2632,139.8382,1.013349515,0.231615051,0.263,1.4891,5.48,2.150821,31.02
24/2/2022,1.2384,1.2438,1.2444,1.2298,-0.39,-39,92.77,68.4,114.2632,139.8382,1.013349515,0.231615051,0.263,1.4891,5.48,2.150821,30.32
25/2/2022,1.24,1.239,1.2457,1.2363,0.13,13,91.68,68.4,114.2632,139.8382,1.013349515,0.231615051,0.263,1.4891,5.48,2.150821,27.59
26/2/2022,1.24,1.239,1.2457,1.2363,0.13,13,91.68,68.4,114.2632,139.8382,1.013349515,0.231615051,0.263,1.4891,5.48,2.150821,27.59
27/2/2022,1.24,1.239,1.2457,1.2363,0.13,13,91.68,68.4,114.2632,139.8382,1.013349515,0.231615051,0.263,1.4891,5.48,2.150821,27.59
28/2/2022,1.23,1.2403,1.2412,1.2289,-0.81,-81,96.13,68.4,114.2632,139.8382,1.013349515,0.231615051,0.263,1.4891,5.48,2.150821,30.15
1/3/2022,1.2238,1.2304,1.2338,1.2224,-0.5,-50,103.66,73.1,110.9183,136.7586,1.013349515,0.231615051,0.677,1.5457,6.22,2.386159,33.32
2/3/2022,1.2337,1.2239,1.2344,1.2195,0.81,81,110.74,73.1,110.9183,136.7586,1.013349515,0.231615051,0.677,1.5457,6.22,2.386159,30.74
3/3/2022,1.224,1.2343,1.2349,1.224,-0.79,-79,107.69,73.1,110.9183,136.7586,1.013349515,0.231615051,0.677,1.5457,6.22,2.386159,30.48
4/3/2022,1.2121,1.2243,1.2274,1.2123,-0.97,-97,115.77,73.1,110.9183,136.7586,1.013349515,0.231615051,0.677,1.5457,6.22,2.386159,31.98
5/3/2022,1.2121,1.2243,1.2274,1.2123,-0.97,-97,115.77,73.1,110.9183,136.7586,1.013349515,0.231615051,0.677,1.5457,6.22,2.386159,31.98
6/3/2022,1.2121,1.2243,1.2274,1.2123,-0.97,-97,115.77,73.1,110.9183,136.7586,1.013349515,0.231615051,0.677,1.5457,6.22,2.386159,31.98
7/3/2022,1.2125,1.2126,1.2214,1.2117,0.03,3,119.26,73.1,110.9183,136.7586,1.013349515,0.231615051,0.677,1.5457,6.22,2.386159,36.45
8/3/2022,1.2173,1.2128,1.221,1.2114,0.4,40,123.64,73.1,110.9183,136.7586,1.013349515,0.231615051,0.677,1.5457,6.22,2.386159,35.13
9/3/2022,1.2206,1.2175,1.2237,1.2164,0.27,27,108.81,73.1,110.9183,136.7586,1.013349515,0.231615051,0.677,1.5457,6.22,2.386159,32.45
10/3/2022,1.2167,1.221,1.2267,1.2167,-0.32,-32,105.93,73.1,110.9183,136.7586,1.013349515,0.231615051,0.677,1.5457,6.22,2.386159,30.23
11/3/2022,1.2183,1.2174,1.223,1.2155,0.13,13,109.31,73.1,110.9183,136.7586,1.013349515,0.231615051,0.677,1.5457,6.22,2.386159,30.75
12/3/2022,1.2183,1.2174,1.223,1.2155,0.13,13,109.31,73.1,110.9183,136.7586,1.013349515,0.231615051,0.677,1.5457,6.22,2.386159,30.75
13/3/2022,1.2183,1.2174,1.223,1.2155,0.13,13,109.31,73.1,110.9183,136.7586,1.013349515,0.231615051,0.677,1.5457,6.22,2.386159,30.75
14/3/2022,1.2201,1.2188,1.2233,1.2158,0.15,15,103.22,73.1,110.9183,136.7586,1.013349515,0.231615051,0.677,1.5457,6.22,2.386159,31.77
15/3/2022,1.2269,1.2205,1.2321,1.2193,0.56,56,96.42,73.1,110.9183,136.7586,1.013349515,0.231615051,0.677,1.5457,6.22,2.386159,29.83
16/3/2022,1.2359,1.2275,1.2382,1.2256,0.73,73,94.85,73.1,110.9183,136.7586,1.013349515,0.231615051,0.677,1.5457,6.22,2.386159,26.67
17/3/2022,1.2315,1.2367,1.2423,1.2288,-0.36,-36,102.97,73.1,110.9183,136.7586,1.013349515,0.231615051,0.677,1.5457,6.22,2.386159,25.67
18/3/2022,1.2275,1.2321,1.2344,1.2262,-0.32,-32,104.69,73.1,110.9183,136.7586,1.013349515,0.231615051,0.677,1.5457,6.22,2.386159,23.87
19/3/2022,1.2275,1.2321,1.2344,1.2262,-0.32,-32,104.69,73.1,110.9183,136.7586,1.013349515,0.231615051,0.677,1.5457,6.22,2.386159,23.87
20/3/2022,1.2275,1.2321,1.2344,1.2262,-0.32,-32,104.69,73.1,110.9183,136.7586,1.013349515,0.231615051,0.677,1.5457,6.22,2.386159,23.87
21/3/2022,1.229,1.2277,1.2305,1.2213,0.12,12,112.14,73.1,110.9183,136.7586,1.013349515,0.231615051,0.677,1.5457,6.22,2.386159,23.53
22/3/2022,1.2364,1.2297,1.238,1.2284,0.6,60,111.03,73.1,110.9183,136.7586,1.013349515,0.231615051,0.677,1.5457,6.22,2.386159,22.94
23/3/2022,1.2285,1.237,1.2423,1.2283,-0.64,-64,114.89,73.1,110.9183,136.7586,1.013349515,0.231615051,0.677,1.5457,6.22,2.386159,23.57
24/3/2022,1.226,1.2289,1.233,1.2253,-0.2,-20,114.2,73.1,110.9183,136.7586,1.013349515,0.231615051,0.677,1.5457,6.22,2.386159,21.67
25/3/2022,1.2261,1.2268,1.2292,1.2196,0.01,1,116.2,73.1,110.9183,136.7586,1.013349515,0.231615051,0.677,1.5457,6.22,2.386159,20.81
26/3/2022,1.2261,1.2268,1.2292,1.2196,0.01,1,116.2,73.1,110.9183,136.7586,1.013349515,0.231615051,0.677,1.5457,6.22,2.386159,20.81
27/3/2022,1.2261,1.2268,1.2292,1.2196,0.01,1,116.2,73.1,110.9183,136.7586,1.013349515,0.231615051,0.677,1.5457,6.22,2.386159,20.81
28/3/2022,1.2218,1.2273,1.2338,1.2218,-0.35,-35,107.55,73.1,110.9183,136.7586,1.013349515,0.231615051,0.677,1.5457,6.22,2.386159,19.63
29/3/2022,1.2191,1.2224,1.2295,1.2174,-0.22,-22,104.25,73.1,110.9183,136.7586,1.013349515,0.231615051,0.677,1.5457,6.22,2.386159,18.9
30/3/2022,1.2123,1.219,1.2207,1.211,-0.56,-56,107.81,73.1,110.9183,136.7586,1.013349515,0.231615051,0.677,1.5457,6.22,2.386159,19.33
31/3/2022,1.2117,1.2126,1.2161,1.2094,-0.05,-5,100.53,73.1,110.9183,136.7586,1.013349515,0.231615051,0.677,1.5457,6.22,2.386159,20.56
1/4/2022,1.2134,1.2124,1.2159,1.2096,0.14,14,99.32,73.4,114.6437,141.1853,0.557926646,0.951701016,0.824,1.8362,7.78,2.548062,19.63
2/4/2022,1.2134,1.2124,1.2159,1.2096,0.14,14,99.32,73.4,114.6437,141.1853,0.557926646,0.951701016,0.824,1.8362,7.78,2.548062,19.63
3/4/2022,1.2134,1.2124,1.2159,1.2096,0.14,14,99.32,73.4,114.6437,141.1853,0.557926646,0.951701016,0.824,1.8362,7.78,2.548062,19.63
4/4/2022,1.2145,1.2138,1.2172,1.2117,0.09,9,103.29,73.4,114.6437,141.1853,0.557926646,0.951701016,0.824,1.8362,7.78,2.548062,18.57
5/4/2022,1.2151,1.215,1.2196,1.213,0.05,5,101.98,73.4,114.6437,141.1853,0.557926646,0.951701016,0.824,1.8362,7.78,2.548062,21.03
6/4/2022,1.2194,1.2167,1.2232,1.2142,0.35,35,96.39,73.4,114.6437,141.1853,0.557926646,0.951701016,0.824,1.8362,7.78,2.548062,22.1
7/4/2022,1.221,1.2196,1.2222,1.2174,0.13,13,96.05,73.4,114.6437,141.1853,0.557926646,0.951701016,0.824,1.8362,7.78,2.548062,21.55
8/4/2022,1.2179,1.2216,1.2225,1.215,-0.25,-25,98.35,73.4,114.6437,141.1853,0.557926646,0.951701016,0.824,1.8362,7.78,2.548062,21.16
9/4/2022,1.2179,1.2216,1.2225,1.215,-0.25,-25,98.35,73.4,114.6437,141.1853,0.557926646,0.951701016,0.824,1.8362,7.78,2.548062,21.16
10/4/2022,1.2179,1.2216,1.2225,1.215,-0.25,-25,98.35,73.4,114.6437,141.1853,0.557926646,0.951701016,0.824,1.8362,7.78,2.548062,21.16
11/4/2022,1.2126,1.2193,1.2194,1.2119,-0.44,-44,94.22,73.4,114.6437,141.1853,0.557926646,0.951701016,0.824,1.8362,7.78,2.548062,24.37
12/4/2022,1.2128,1.2134,1.2163,1.2113,0.02,2,100.52,73.4,114.6437,141.1853,0.557926646,0.951701016,0.824,1.8362,7.78,2.548062,24.26
13/4/2022,1.2256,1.2132,1.2268,1.2098,1.06,106,104.26,73.4,114.6437,141.1853,0.557926646,0.951701016,0.824,1.8362,7.78,2.548062,21.82
14/4/2022,1.231,1.226,1.2339,1.2237,0.44,44,106.84,73.4,114.6437,141.1853,0.557926646,0.951701016,0.824,1.8362,7.78,2.548062,22.7
15/4/2022,1.2307,1.2311,1.2344,1.2292,-0.02,-2,106.84,73.4,114.6437,141.1853,0.557926646,0.951701016,0.824,1.8362,7.78,2.548062,22.7
16/4/2022,1.2307,1.2311,1.2344,1.2292,-0.02,-2,106.84,73.4,114.6437,141.1853,0.557926646,0.951701016,0.824,1.8362,7.78,2.548062,22.7
17/4/2022,1.2307,1.2311,1.2344,1.2292,-0.02,-2,106.84,73.4,114.6437,141.1853,0.557926646,0.951701016,0.824,1.8362,7.78,2.548062,22.7
18/4/2022,1.2289,1.2312,1.2334,1.2269,-0.15,-15,108.24,73.4,114.6437,141.1853,0.557926646,0.951701016,0.824,1.8362,7.78,2.548062,22.17
19/4/2022,1.2367,1.23,1.2384,1.227,0.63,63,102.54,73.4,114.6437,141.1853,0.557926646,0.951701016,0.824,1.8362,7.78,2.548062,21.37
20/4/2022,1.2389,1.2372,1.2416,1.2338,0.18,18,102.56,73.4,114.6437,141.1853,0.557926646,0.951701016,0.824,1.8362,7.78,2.548062,20.32
21/4/2022,1.2411,1.2395,1.2453,1.2361,0.18,18,103.89,73.4,114.6437,141.1853,0.557926646,0.951701016,0.824,1.8362,7.78,2.548062,22.68
22/4/2022,1.2286,1.242,1.2436,1.2267,-1.01,-101,102.86,73.4,114.6437,141.1853,0.557926646,0.951701016,0.824,1.8362,7.78,2.548062,28.21
23/4/2022,1.2286,1.242,1.2436,1.2267,-1.01,-101,102.86,73.4,114.6437,141.1853,0.557926646,0.951701016,0.824,1.8362,7.78,2.548062,28.21
24/4/2022,1.2286,1.242,1.2436,1.2267,-1.01,-101,102.86,73.4,114.6437,141.1853,0.557926646,0.951701016,0.824,1.8362,7.78,2.548062,28.21
25/4/2022,1.2224,1.2312,1.2316,1.2155,-0.5,-50,99.6,73.4,114.6437,141.1853,0.557926646,0.951701016,0.824,1.8362,7.78,2.548062,27.02
26/4/2022,1.21,1.2229,1.2244,1.2098,-1.01,-101,102.62,73.4,114.6437,141.1853,0.557926646,0.951701016,0.824,1.8362,7.78,2.548062,33.52
27/4/2022,1.2158,1.2105,1.2195,1.2076,0.48,48,101.96,73.4,114.6437,141.1853,0.557926646,0.951701016,0.824,1.8362,7.78,2.548062,31.6
28/4/2022,1.2108,1.2168,1.2189,1.2077,-0.41,-41,105.47,73.4,114.6437,141.1853,0.557926646,0.951701016,0.824,1.8362,7.78,2.548062,29.99
29/4/2022,1.2237,1.2112,1.225,1.2094,1.07,107,104.59,73.4,114.6437,141.1853,0.557926646,0.951701016,0.824,1.8362,7.78,2.548062,33.4
30/4/2022,1.2237,1.2112,1.225,1.2094,1.07,107,104.59,73.4,114.6437,141.1853,0.557926646,0.951701016,0.824,1.8362,7.78,2.548062,33.4
1/5/2022,1.2237,1.2112,1.225,1.2094,1.07,107,104.59,71.1,112.9969,133.0707,0.557926646,0.951701016,0.779,1.9069,7.87,2.942469,33.4
2/5/2022,1.2215,1.2254,1.2259,1.2201,-0.18,-18,105.18,71.1,112.9969,133.0707,0.557926646,0.951701016,0.779,1.9069,7.87,2.942469,32.34
3/5/2022,1.2233,1.222,1.2281,1.2198,0.15,15,102.53,71.1,112.9969,133.0707,0.557926646,0.951701016,0.779,1.9069,7.87,2.942469,29.25
4/5/2022,1.2268,1.2237,1.2311,1.2206,0.29,29,107.84,71.1,112.9969,133.0707,0.557926646,0.951701016,0.779,1.9069,7.87,2.942469,25.42
5/5/2022,1.2176,1.2272,1.2304,1.2113,-0.75,-75,108.17,71.1,112.9969,133.0707,0.557926646,0.951701016,0.779,1.9069,7.87,2.942469,31.2
6/5/2022,1.2198,1.2177,1.2211,1.2105,0.18,18,109.72,71.1,112.9969,133.0707,0.557926646,0.951701016,0.779,1.9069,7.87,2.942469,30.19
7/5/2022,1.2198,1.2177,1.2211,1.2105,0.18,18,109.72,71.1,112.9969,133.0707,0.557926646,0.951701016,0.779,1.9069,7.87,2.942469,30.19
8/5/2022,1.2198,1.2177,1.2211,1.2105,0.18,18,109.72,71.1,112.9969,133.0707,0.557926646,0.951701016,0.779,1.9069,7.87,2.942469,30.19
9/5/2022,1.2252,1.2201,1.2289,1.2175,0.44,44,103.08,71.1,112.9969,133.0707,0.557926646,0.951701016,0.779,1.9069,7.87,2.942469,34.75
10/5/2022,1.2273,1.2256,1.2318,1.2206,0.17,17,99.74,71.1,112.9969,133.0707,0.557926646,0.951701016,0.779,1.9069,7.87,2.942469,32.99
11/5/2022,1.218,1.2278,1.229,1.2161,-0.76,-76,105.5,71.1,112.9969,133.0707,0.557926646,0.951701016,0.779,1.9069,7.87,2.942469,32.56
12/5/2022,1.2234,1.2193,1.2253,1.212,0.44,44,106.15,71.1,112.9969,133.0707,0.557926646,0.951701016,0.779,1.9069,7.87,2.942469,31.77
13/5/2022,1.2282,1.2244,1.2296,1.2182,0.39,39,110.52,71.1,112.9969,133.0707,0.557926646,0.951701016,0.779,1.9069,7.87,2.942469,28.87
14/5/2022,1.2282,1.2244,1.2296,1.2182,0.39,39,110.52,71.1,112.9969,133.0707,0.557926646,0.951701016,0.779,1.9069,7.87,2.942469,28.87
15/5/2022,1.2282,1.2244,1.2296,1.2182,0.39,39,110.52,71.1,112.9969,133.0707,0.557926646,0.951701016,0.779,1.9069,7.87,2.942469,28.87
16/5/2022,1.2339,1.226,1.2355,1.2248,0.46,46,114.07,71.1,112.9969,133.0707,0.557926646,0.951701016,0.779,1.9069,7.87,2.942469,27.47
17/5/2022,1.2408,1.2342,1.2448,1.2336,0.56,56,112.31,71.1,112.9969,133.0707,0.557926646,0.951701016,0.779,1.9069,7.87,2.942469,26.1
18/5/2022,1.2187,1.2416,1.2424,1.2187,-1.78,-178,109.67,71.1,112.9969,133.0707,0.557926646,0.951701016,0.779,1.9069,7.87,2.942469,30.96
19/5/2022,1.2124,1.2191,1.222,1.2069,-0.52,-52,112.21,71.1,112.9969,133.0707,0.557926646,0.951701016,0.779,1.9069,7.87,2.942469,29.35
20/5/2022,1.2174,1.2128,1.2187,1.2078,0.41,41,112.63,71.1,112.9969,133.0707,0.557926646,0.951701016,0.779,1.9069,7.87,2.942469,29.43
21/5/2022,1.2174,1.2128,1.2187,1.2078,0.41,41,112.63,71.1,112.9969,133.0707,0.557926646,0.951701016,0.779,1.9069,7.87,2.942469,29.43
22/5/2022,1.2174,1.2128,1.2187,1.2078,0.41,41,112.63,71.1,112.9969,133.0707,0.557926646,0.951701016,0.779,1.9069,7.87,2.942469,29.43
23/5/2022,1.2157,1.217,1.223,1.2109,-0.14,-14,110.32,71.1,112.9969,133.0707,0.557926646,0.951701016,0.779,1.9069,7.87,2.942469,28.48
24/5/2022,1.2031,1.2162,1.2163,1.1983,-1.04,-104,112.55,71.1,112.9969,133.0707,0.557926646,0.951701016,0.779,1.9069,7.87,2.942469,29.45
25/5/2022,1.208,1.2035,1.2112,1.2008,0.41,41,112.88,71.1,112.9969,133.0707,0.557926646,0.951701016,0.779,1.9069,7.87,2.942469,28.37
26/5/2022,1.2081,1.2089,1.2127,1.2047,0.01,1,116.19,71.1,112.9969,133.0707,0.557926646,0.951701016,0.779,1.9069,7.87,2.942469,27.5
27/5/2022,1.2074,1.2088,1.2129,1.2051,-0.06,-6,114.96,71.1,112.9969,133.0707,0.557926646,0.951701016,0.779,1.9069,7.87,2.942469,25.72
28/5/2022,1.2074,1.2088,1.2129,1.2051,-0.06,-6,114.96,71.1,112.9969,133.0707,0.557926646,0.951701016,0.779,1.9069,7.87,2.942469,25.72
29/5/2022,1.2074,1.2088,1.2129,1.2051,-0.06,-6,114.96,71.1,112.9969,133.0707,0.557926646,0.951701016,0.779,1.9069,7.87,2.942469,25.72
30/5/2022,1.211,1.2077,1.2141,1.2071,0.3,30,114.96,71.1,112.9969,133.0707,0.557926646,0.951701016,0.779,1.9069,7.87,2.942469,26.54
31/5/2022,1.2086,1.2117,1.2139,1.2056,-0.2,-20,114.38,71.1,112.9969,133.0707,0.557926646,0.951701016,0.779,1.9069,7.87,2.942469,26.19
1/6/2022,1.2032,1.2093,1.213,1.2008,-0.45,-45,115.26,70.3,110.677,125.3428,0.557926646,0.951701016,1.149,2.3824,8.18,3.384945,25.69
2/6/2022,1.2049,1.2035,1.2067,1.1972,0.14,14,116.88,70.3,110.677,125.3428,0.557926646,0.951701016,1.149,2.3824,8.18,3.384945,24.72
3/6/2022,1.2018,1.2055,1.2084,1.2016,-0.26,-26,118.97,70.3,110.677,125.3428,0.557926646,0.951701016,1.149,2.3824,8.18,3.384945,24.79
4/6/2022,1.2018,1.2055,1.2084,1.2016,-0.26,-26,118.97,70.3,110.677,125.3428,0.557926646,0.951701016,1.149,2.3824,8.18,3.384945,24.79
5/6/2022,1.2018,1.2055,1.2084,1.2016,-0.26,-26,118.97,70.3,110.677,125.3428,0.557926646,0.951701016,1.149,2.3824,8.18,3.384945,24.79
6/6/2022,1.2159,1.2021,1.2182,1.2007,1.17,117,118.41,70.3,110.677,125.3428,0.557926646,0.951701016,1.149,2.3824,8.18,3.384945,25.07
7/6/2022,1.2248,1.2165,1.2265,1.2099,0.73,73,119.55,70.3,110.677,125.3428,0.557926646,0.951701016,1.149,2.3824,8.18,3.384945,24.02
8/6/2022,1.2263,1.2256,1.2278,1.2206,0.12,12,121.94,70.3,110.677,125.3428,0.557926646,0.951701016,1.149,2.3824,8.18,3.384945,23.96
9/6/2022,1.2245,1.227,1.2297,1.22,-0.15,-15,121.52,70.3,110.677,125.3428,0.557926646,0.951701016,1.149,2.3824,8.18,3.384945,26.09
10/6/2022,1.2155,1.2253,1.2262,1.2152,-0.73,-73,120.73,70.3,110.677,125.3428,0.557926646,0.951701016,1.149,2.3824,8.18,3.384945,27.75
11/6/2022,1.2155,1.2253,1.2262,1.2152,-0.73,-73,120.73,70.3,110.677,125.3428,0.557926646,0.951701016,1.149,2.3824,8.18,3.384945,27.75
12/6/2022,1.2155,1.2253,1.2262,1.2152,-0.73,-73,120.73,70.3,110.677,125.3428,0.557926646,0.951701016,1.149,2.3824,8.18,3.384945,27.75
13/6/2022,1.21,1.2159,1.218,1.2077,-0.45,-45,120.92,70.3,110.677,125.3428,0.557926646,0.951701016,1.149,2.3824,8.18,3.384945,34.02
14/6/2022,1.2012,1.2111,1.215,1.1965,-0.73,-73,118.92,70.3,110.677,125.3428,0.557926646,0.951701016,1.149,2.3824,8.18,3.384945,32.69
15/6/2022,1.2106,1.2018,1.2142,1.1997,0.78,78,115.32,70.3,110.677,125.3428,0.557926646,0.951701016,1.149,2.3824,8.18,3.384945,29.62
16/6/2022,1.1938,1.211,1.2136,1.1803,-1.39,-139,117.56,70.3,110.677,125.3428,0.557926646,0.951701016,1.149,2.3824,8.18,3.384945,32.95
17/6/2022,1.1853,1.1944,1.196,1.1793,-0.71,-71,109.56,70.3,110.677,125.3428,0.557926646,0.951701016,1.149,2.3824,8.18,3.384945,31.13
18/6/2022,1.1853,1.1944,1.196,1.1793,-0.71,-71,109.56,70.3,110.677,125.3428,0.557926646,0.951701016,1.149,2.3824,8.18,3.384945,31.13
19/6/2022,1.1853,1.1944,1.196,1.1793,-0.71,-71,109.56,70.3,110.677,125.3428,0.557926646,0.951701016,1.149,2.3824,8.18,3.384945,31.13
20/6/2022,1.1849,1.1882,1.1882,1.1786,-0.03,-3,109.56,70.3,110.677,125.3428,0.557926646,0.951701016,1.149,2.3824,8.18,3.384945,31.03
21/6/2022,1.1857,1.1858,1.19,1.1818,0.07,7,110.49,70.3,110.677,125.3428,0.557926646,0.951701016,1.149,2.3824,8.18,3.384945,30.19
22/6/2022,1.1793,1.186,1.187,1.1767,-0.54,-54,106.22,70.3,110.677,125.3428,0.557926646,0.951701016,1.149,2.3824,8.18,3.384945,28.95
23/6/2022,1.1783,1.1798,1.182,1.173,-0.08,-8,105.75,70.3,110.677,125.3428,0.557926646,0.951701016,1.149,2.3824,8.18,3.384945,29.05
24/6/2022,1.1745,1.1786,1.181,1.1718,-0.32,-32,109.07,70.3,110.677,125.3428,0.557926646,0.951701016,1.149,2.3824,8.18,3.384945,27.23
25/6/2022,1.1745,1.1786,1.181,1.1718,-0.32,-32,109.07,70.3,110.677,125.3428,0.557926646,0.951701016,1.149,2.3824,8.18,3.384945,27.23
26/6/2022,1.1745,1.1786,1.181,1.1718,-0.32,-32,109.07,70.3,110.677,125.3428,0.557926646,0.951701016,1.149,2.3824,8.18,3.384945,27.23
27/6/2022,1.1722,1.1749,1.1807,1.1725,-0.2,-20,111.44,70.3,110.677,125.3428,0.557926646,0.951701016,1.149,2.3824,8.18,3.384945,26.95
28/6/2022,1.1659,1.1725,1.1749,1.1649,-0.54,-54,113.66,70.3,110.677,125.3428,0.557926646,0.951701016,1.149,2.3824,8.18,3.384945,28.36
29/6/2022,1.1582,1.1663,1.1684,1.1536,-0.66,-66,111.65,70.3,110.677,125.3428,0.557926646,0.951701016,1.149,2.3824,8.18,3.384945,28.16
30/6/2022,1.1626,1.1582,1.1652,1.1562,0.38,38,107.76,70.3,110.677,125.3428,0.557926646,0.951701016,1.149,2.3824,8.18,3.384945,28.71
1/7/2022,1.1602,1.1631,1.1639,1.1525,-0.21,-21,110.3,66.6,109.5683,126.2662,0.101116802,0.547419568,0.52,2.1454,8.76,3.433421,26.7
2/7/2022,1.1602,1.1631,1.1639,1.1525,-0.21,-21,110.3,66.6,109.5683,126.2662,0.101116802,0.547419568,0.52,2.1454,8.76,3.433421,26.7
3/7/2022,1.1602,1.1631,1.1639,1.1525,-0.21,-21,110.3,66.6,109.5683,126.2662,0.101116802,0.547419568,0.52,2.1454,8.76,3.433421,26.7
4/7/2022,1.1632,1.1614,1.169,1.1581,0.26,26,110.3,66.6,109.5683,126.2662,0.101116802,0.547419568,0.52,2.1454,8.76,3.433421,27.53
