observation_date,Price,Open,High,Low,Change %,Change_Return,Oil_Price,Gold_Price,SharePrice_UK,SharePrice_Switzerland,GDP_UK,GDP_Switzerland,Interest_Rate_Switzerland,Interest_Rate_UK,CPI_UK,CPI_Switzerland,Volatility Index
5/7/2022,1.1578,1.1635,1.1651,1.1533,-0.46,-46,101.55,66.6,109.5683,126.2662,0.101116802,0.547419568,0.52,2.1454,8.76,3.433421,27.54
6/7/2022,1.1571,1.1582,1.1615,1.1529,-0.06,-6,100.31,66.6,109.5683,126.2662,0.101116802,0.547419568,0.52,2.1454,8.76,3.433421,26.73
7/7/2022,1.1705,1.1576,1.1727,1.1553,1.16,116,104.62,66.6,109.5683,126.2662,0.101116802,0.547419568,0.52,2.1454,8.76,3.433421,26.08
8/7/2022,1.1741,1.1711,1.1781,1.1654,0.31,31,106.78,66.6,109.5683,126.2662,0.101116802,0.547419568,0.52,2.1454,8.76,3.433421,24.64
9/7/2022,1.1741,1.1711,1.1781,1.1654,0.31,31,106.78,66.6,109.5683,126.2662,0.101116802,0.547419568,0.52,2.1454,8.76,3.433421,24.64
10/7/2022,1.1741,1.1711,1.1781,1.1654,0.31,31,106.78,66.6,109.5683,126.2662,0.101116802,0.547419568,0.52,2.1454,8.76,3.433421,24.64
11/7/2022,1.1686,1.1745,1.1769,1.1633,-0.47,-47,106.09,66.6,109.5683,126.2662,0.101116802,0.547419568,0.52,2.1454,8.76,3.433421,26.17
12/7/2022,1.1665,1.1685,1.1703,1.1611,-0.18,-18,97.69,66.6,109.5683,126.2662,0.101116802,0.547419568,0.52,2.1454,8.76,3.433421,27.29
13/7/2022,1.1636,1.1671,1.1717,1.1595,-0.25,-25,98.44,66.6,109.5683,126.2662,0.101116802,0.547419568,0.52,2.1454,8.76,3.433421,26.82
14/7/2022,1.163,1.164,1.1692,1.1595,-0.05,-5,97.79,66.6,109.5683,126.2662,0.101116802,0.547419568,0.52,2.1454,8.76,3.433421,26.4
15/7/2022,1.1569,1.1633,1.1645,1.1567,-0.52,-52,99.59,66.6,109.5683,126.2662,0.101116802,0.547419568,0.52,2.1454,8.76,3.433421,24.23
16/7/2022,1.1569,1.1633,1.1645,1.1567,-0.52,-52,99.59,66.6,109.5683,126.2662,0.101116802,0.547419568,0.52,2.1454,8.76,3.433421,24.23
17/7/2022,1.1569,1.1633,1.1645,1.1567,-0.52,-52,99.59,66.6,109.5683,126.2662,0.101116802,0.547419568,0.52,2.1454,8.76,3.433421,24.23
18/7/2022,1.1677,1.1595,1.1723,1.158,0.93,93,104.48,66.6,109.5683,126.2662,0.101116802,0.547419568,0.52,2.1454,8.76,3.433421,25.3
19/7/2022,1.1614,1.1686,1.1696,1.1612,-0.54,-54,106.12,66.6,109.5683,126.2662,0.101116802,0.547419568,0.52,2.1454,8.76,3.433421,24.5
20/7/2022,1.1625,1.1622,1.1665,1.1604,0.09,9,104.45,66.6,109.5683,126.2662,0.101116802,0.547419568,0.52,2.1454,8.76,3.433421,23.88
21/7/2022,1.1591,1.1625,1.1692,1.1548,-0.29,-29,98.44,66.6,109.5683,126.2662,0.101116802,0.547419568,0.52,2.1454,8.76,3.433421,23.11
22/7/2022,1.1538,1.1597,1.1611,1.1522,-0.46,-46,97.71,66.6,109.5683,126.2662,0.101116802,0.547419568,0.52,2.1454,8.76,3.433421,23.03
23/7/2022,1.1538,1.1597,1.1611,1.1522,-0.46,-46,97.71,66.6,109.5683,126.2662,0.101116802,0.547419568,0.52,2.1454,8.76,3.433421,23.03
24/7/2022,1.1538,1.1597,1.1611,1.1522,-0.46,-46,97.71,66.6,109.5683,126.2662,0.101116802,0.547419568,0.52,2.1454,8.76,3.433421,23.03
25/7/2022,1.1613,1.1542,1.1651,1.153,0.65,65,99.83,66.6,109.5683,126.2662,0.101116802,0.547419568,0.52,2.1454,8.76,3.433421,23.36
26/7/2022,1.1575,1.1616,1.1647,1.1541,-0.33,-33,97.74,66.6,109.5683,126.2662,0.101116802,0.547419568,0.52,2.1454,8.76,3.433421,24.69
27/7/2022,1.1661,1.1578,1.1688,1.1564,0.74,74,100.03,66.6,109.5683,126.2662,0.101116802,0.547419568,0.52,2.1454,8.76,3.433421,23.24
28/7/2022,1.1628,1.1669,1.1698,1.1584,-0.28,-28,99.11,66.6,109.5683,126.2662,0.101116802,0.547419568,0.52,2.1454,8.76,3.433421,22.33
29/7/2022,1.1575,1.1624,1.1644,1.1551,-0.46,-46,101.31,66.6,109.5683,126.2662,0.101116802,0.547419568,0.52,2.1454,8.76,3.433421,21.33
30/7/2022,1.1575,1.1624,1.1644,1.1551,-0.46,-46,101.31,66.6,109.5683,126.2662,0.101116802,0.547419568,0.52,2.1454,8.76,3.433421,21.33
31/7/2022,1.1575,1.1624,1.1644,1.1551,-0.46,-46,101.31,66.6,109.5683,126.2662,0.101116802,0.547419568,0.52,2.1454,8.76,3.433421,21.33
1/8/2022,1.1629,1.1576,1.167,1.1574,0.47,47,96.59,67.1,113.2166,127.5997,0.101116802,0.547419568,0.786,2.3278,8.61,3.452098,22.84
2/8/2022,1.1649,1.1629,1.1672,1.1597,0.17,17,97.14,67.1,113.2166,127.5997,0.101116802,0.547419568,0.786,2.3278,8.61,3.452098,23.93
3/8/2022,1.1664,1.1656,1.1702,1.1623,0.13,13,93.25,67.1,113.2166,127.5997,0.101116802,0.547419568,0.786,2.3278,8.61,3.452098,21.95
4/8/2022,1.1615,1.1667,1.171,1.1581,-0.42,-42,91.29,67.1,113.2166,127.5997,0.101116802,0.547419568,0.786,2.3278,8.61,3.452098,21.44
5/8/2022,1.1601,1.1616,1.1647,1.1562,-0.12,-12,91.77,67.1,113.2166,127.5997,0.101116802,0.547419568,0.786,2.3278,8.61,3.452098,21.15
6/8/2022,1.1601,1.1616,1.1647,1.1562,-0.12,-12,91.77,67.1,113.2166,127.5997,0.101116802,0.547419568,0.786,2.3278,8.61,3.452098,21.15
7/8/2022,1.1601,1.1616,1.1647,1.1562,-0.12,-12,91.77,67.1,113.2166,127.5997,0.101116802,0.547419568,0.786,2.3278,8.61,3.452098,21.15
8/8/2022,1.1533,1.1605,1.163,1.1532,-0.59,-59,93.52,67.1,113.2166,127.5997,0.101116802,0.547419568,0.786,2.3278,8.61,3.452098,21.29
9/8/2022,1.1518,1.1537,1.1561,1.1504,-0.13,-13,93.18,67.1,113.2166,127.5997,0.101116802,0.547419568,0.786,2.3278,8.61,3.452098,21.77
10/8/2022,1.152,1.1524,1.1562,1.1471,0.02,2,94.68,67.1,113.2166,127.5997,0.101116802,0.547419568,0.786,2.3278,8.61,3.452098,19.74
11/8/2022,1.1488,1.1525,1.1532,1.1461,-0.28,-28,97.02,67.1,113.2166,127.5997,0.101116802,0.547419568,0.786,2.3278,8.61,3.452098,20.2
12/8/2022,1.1418,1.1488,1.1505,1.14,-0.61,-61,94.86,67.1,113.2166,127.5997,0.101116802,0.547419568,0.786,2.3278,8.61,3.452098,19.53
13/8/2022,1.1418,1.1488,1.1505,1.14,-0.61,-61,94.86,67.1,113.2166,127.5997,0.101116802,0.547419568,0.786,2.3278,8.61,3.452098,19.53
14/8/2022,1.1418,1.1488,1.1505,1.14,-0.61,-61,94.86,67.1,113.2166,127.5997,0.101116802,0.547419568,0.786,2.3278,8.61,3.452098,19.53
15/8/2022,1.1407,1.1421,1.1438,1.1395,-0.1,-10,92.24,67.1,113.2166,127.5997,0.101116802,0.547419568,0.786,2.3278,8.61,3.452098,19.95
16/8/2022,1.148,1.141,1.1515,1.1385,0.64,64,89.23,67.1,113.2166,127.5997,0.101116802,0.547419568,0.786,2.3278,8.61,3.452098,19.69
17/8/2022,1.1464,1.1484,1.1531,1.1459,-0.14,-14,90.85,67.1,113.2166,127.5997,0.101116802,0.547419568,0.786,2.3278,8.61,3.452098,19.9
18/8/2022,1.1415,1.1468,1.1513,1.1406,-0.43,-43,93.2,67.1,113.2166,127.5997,0.101116802,0.547419568,0.786,2.3278,8.61,3.452098,19.56
19/8/2022,1.1341,1.1415,1.1435,1.1303,-0.65,-65,93.55,67.1,113.2166,127.5997,0.101116802,0.547419568,0.786,2.3278,8.61,3.452098,20.6
20/8/2022,1.1341,1.1415,1.1435,1.1303,-0.65,-65,93.55,67.1,113.2166,127.5997,0.101116802,0.547419568,0.786,2.3278,8.61,3.452098,20.6
21/8/2022,1.1341,1.1415,1.1435,1.1303,-0.65,-65,93.55,67.1,113.2166,127.5997,0.101116802,0.547419568,0.786,2.3278,8.61,3.452098,20.6
22/8/2022,1.1346,1.1333,1.1363,1.1296,0.04,4,93.42,67.1,113.2166,127.5997,0.101116802,0.547419568,0.786,2.3278,8.61,3.452098,23.8
23/8/2022,1.141,1.136,1.1433,1.1302,0.56,56,96.46,67.1,113.2166,127.5997,0.101116802,0.547419568,0.786,2.3278,8.61,3.452098,24.11
24/8/2022,1.1404,1.1415,1.1421,1.1339,-0.05,-5,95.52,67.1,113.2166,127.5997,0.101116802,0.547419568,0.786,2.3278,8.61,3.452098,22.82
25/8/2022,1.1401,1.1408,1.1425,1.1376,-0.03,-3,93.33,67.1,113.2166,127.5997,0.101116802,0.547419568,0.786,2.3278,8.61,3.452098,21.78
26/8/2022,1.1351,1.1404,1.1425,1.1331,-0.44,-44,93.63,67.1,113.2166,127.5997,0.101116802,0.547419568,0.786,2.3278,8.61,3.452098,25.56
27/8/2022,1.1351,1.1404,1.1425,1.1331,-0.44,-44,93.63,67.1,113.2166,127.5997,0.101116802,0.547419568,0.786,2.3278,8.61,3.452098,25.56
28/8/2022,1.1351,1.1404,1.1425,1.1331,-0.44,-44,93.63,67.1,113.2166,127.5997,0.101116802,0.547419568,0.786,2.3278,8.61,3.452098,25.56
29/8/2022,1.1334,1.1355,1.136,1.1282,-0.15,-15,97.4,67.1,113.2166,127.5997,0.101116802,0.547419568,0.786,2.3278,8.61,3.452098,26.21
30/8/2022,1.1351,1.1338,1.1414,1.1312,0.15,15,92.08,67.1,113.2166,127.5997,0.101116802,0.547419568,0.786,2.3278,8.61,3.452098,26.21
31/8/2022,1.1359,1.1351,1.1404,1.1323,0.07,7,90.09,67.1,113.2166,127.5997,0.101116802,0.547419568,0.786,2.3278,8.61,3.452098,25.87
1/9/2022,1.1336,1.1362,1.1367,1.1304,-0.2,-20,87.09,64.8,109.0082,120.4906,0.101116802,0.547419568,1.163,3.5007,8.81,3.252488,25.56
2/9/2022,1.1281,1.1339,1.14,1.1281,-0.49,-49,87.29,64.8,109.0082,120.4906,0.101116802,0.547419568,1.163,3.5007,8.81,3.252488,25.47
3/9/2022,1.1281,1.1339,1.14,1.1281,-0.49,-49,87.29,64.8,109.0082,120.4906,0.101116802,0.547419568,1.163,3.5007,8.81,3.252488,25.47
4/9/2022,1.1281,1.1339,1.14,1.1281,-0.49,-49,87.29,64.8,109.0082,120.4906,0.101116802,0.547419568,1.163,3.5007,8.81,3.252488,25.47
5/9/2022,1.1278,1.1295,1.1319,1.1241,-0.03,-3,87.29,64.8,109.0082,120.4906,0.101116802,0.547419568,1.163,3.5007,8.81,3.252488,25.99
6/9/2022,1.1334,1.1283,1.1383,1.1282,0.5,50,87.35,64.8,109.0082,120.4906,0.101116802,0.547419568,1.163,3.5007,8.81,3.252488,26.91
7/9/2022,1.1259,1.134,1.1349,1.1214,-0.66,-66,82.5,64.8,109.0082,120.4906,0.101116802,0.547419568,1.163,3.5007,8.81,3.252488,24.64
8/9/2022,1.1167,1.1261,1.128,1.1139,-0.82,-82,84.04,64.8,109.0082,120.4906,0.101116802,0.547419568,1.163,3.5007,8.81,3.252488,23.61
9/9/2022,1.1122,1.1172,1.1193,1.1095,-0.4,-40,87.27,64.8,109.0082,120.4906,0.101116802,0.547419568,1.163,3.5007,8.81,3.252488,22.79
10/9/2022,1.1122,1.1172,1.1193,1.1095,-0.4,-40,87.27,64.8,109.0082,120.4906,0.101116802,0.547419568,1.163,3.5007,8.81,3.252488,22.79
11/9/2022,1.1122,1.1172,1.1193,1.1095,-0.4,-40,87.27,64.8,109.0082,120.4906,0.101116802,0.547419568,1.163,3.5007,8.81,3.252488,22.79
12/9/2022,1.1136,1.1134,1.1198,1.1125,0.13,13,88.18,64.8,109.0082,120.4906,0.101116802,0.547419568,1.163,3.5007,8.81,3.252488,23.87
13/9/2022,1.1046,1.1143,1.117,1.1045,-0.81,-81,87.84,64.8,109.0082,120.4906,0.101116802,0.547419568,1.163,3.5007,8.81,3.252488,27.27
14/9/2022,1.1093,1.1052,1.1134,1.1039,0.43,43,88.88,64.8,109.0082,120.4906,0.101116802,0.547419568,1.163,3.5007,8.81,3.252488,26.16
15/9/2022,1.1024,1.1099,1.1117,1.0988,-0.62,-62,85.72,64.8,109.0082,120.4906,0.101116802,0.547419568,1.163,3.5007,8.81,3.252488,26.27
16/9/2022,1.1008,1.1027,1.1041,1.0946,-0.15,-15,85.57,64.8,109.0082,120.4906,0.101116802,0.547419568,1.163,3.5007,8.81,3.252488,26.3
17/9/2022,1.1008,1.1027,1.1041,1.0946,-0.15,-15,85.57,64.8,109.0082,120.4906,0.101116802,0.547419568,1.163,3.5007,8.81,3.252488,26.3
18/9/2022,1.1008,1.1027,1.1041,1.0946,-0.15,-15,85.57,64.8,109.0082,120.4906,0.101116802,0.547419568,1.163,3.5007,8.81,3.252488,26.3
19/9/2022,1.1024,1.1015,1.1045,1.0971,0.15,15,86.15,64.8,109.0082,120.4906,0.101116802,0.547419568,1.163,3.5007,8.81,3.252488,25.76
20/9/2022,1.097,1.1027,1.1063,1.0947,-0.49,-49,84.69,64.8,109.0082,120.4906,0.101116802,0.547419568,1.163,3.5007,8.81,3.252488,27.16
21/9/2022,1.0883,1.0972,1.0987,1.0886,-0.79,-79,83.38,64.8,109.0082,120.4906,0.101116802,0.547419568,1.163,3.5007,8.81,3.252488,27.99
22/9/2022,1.0992,1.089,1.1152,1.0811,1,100,84.02,64.8,109.0082,120.4906,0.101116802,0.547419568,1.163,3.5007,8.81,3.252488,27.35
23/9/2022,1.066,1.0999,1.1012,1.0638,-3.02,-302,79.07,64.8,109.0082,120.4906,0.101116802,0.547419568,1.163,3.5007,8.81,3.252488,29.92
24/9/2022,1.066,1.0999,1.1012,1.0638,-3.02,-302,79.07,64.8,109.0082,120.4906,0.101116802,0.547419568,1.163,3.5007,8.81,3.252488,29.92
25/9/2022,1.066,1.0999,1.1012,1.0638,-3.02,-302,79.07,64.8,109.0082,120.4906,0.101116802,0.547419568,1.163,3.5007,8.81,3.252488,29.92
26/9/2022,1.0612,1.0664,1.0799,1.0204,-0.45,-45,77.17,64.8,109.0082,120.4906,0.101116802,0.547419568,1.163,3.5007,8.81,3.252488,32.26
27/9/2022,1.0638,1.0616,1.0723,1.0556,0.25,25,78.91,64.8,109.0082,120.4906,0.101116802,0.547419568,1.163,3.5007,8.81,3.252488,32.6
28/9/2022,1.0628,1.0642,1.0735,1.0421,-0.09,-9,82.61,64.8,109.0082,120.4906,0.101116802,0.547419568,1.163,3.5007,8.81,3.252488,30.18
29/9/2022,1.0843,1.0628,1.0872,1.0554,2.02,202,81.78,64.8,109.0082,120.4906,0.101116802,0.547419568,1.163,3.5007,8.81,3.252488,31.84
30/9/2022,1.1013,1.0845,1.1031,1.0808,1.57,157,79.91,64.8,109.0082,120.4906,0.101116802,0.547419568,1.163,3.5007,8.81,3.252488,31.62
1/10/2022,1.1013,1.0845,1.1031,1.0808,1.57,157,79.91,64.4,105.719,119.1282,0.260251023,0.153761482,1.12,4.1096,9.59,2.99597,31.62
2/10/2022,1.1013,1.0845,1.1031,1.0808,1.57,157,79.91,64.4,105.719,119.1282,0.260251023,0.153761482,1.12,4.1096,9.59,2.99597,31.62
3/10/2022,1.1225,1.1022,1.125,1.0929,1.92,192,84.05,64.4,105.719,119.1282,0.260251023,0.153761482,1.12,4.1096,9.59,2.99597,30.1
4/10/2022,1.1233,1.1233,1.1292,1.1176,0.07,7,86.87,64.4,105.719,119.1282,0.260251023,0.153761482,1.12,4.1096,9.59,2.99597,29.07
5/10/2022,1.114,1.1239,1.1269,1.1067,-0.83,-83,88.22,64.4,105.719,119.1282,0.260251023,0.153761482,1.12,4.1096,9.59,2.99597,28.55
6/10/2022,1.1051,1.1145,1.1164,1.1006,-0.8,-80,88.9,64.4,105.719,119.1282,0.260251023,0.153761482,1.12,4.1096,9.59,2.99597,30.52
7/10/2022,1.102,1.1058,1.114,1.0998,-0.28,-28,93.07,64.4,105.719,119.1282,0.260251023,0.153761482,1.12,4.1096,9.59,2.99597,31.36
8/10/2022,1.102,1.1058,1.114,1.0998,-0.28,-28,93.07,64.4,105.719,119.1282,0.260251023,0.153761482,1.12,4.1096,9.59,2.99597,31.36
9/10/2022,1.102,1.1058,1.114,1.0998,-0.28,-28,93.07,64.4,105.719,119.1282,0.260251023,0.153761482,1.12,4.1096,9.59,2.99597,31.36
10/10/2022,1.105,1.1022,1.1078,1.0991,0.27,27,91.6,64.4,105.719,119.1282,0.260251023,0.153761482,1.12,4.1096,9.59,2.99597,32.45
11/10/2022,1.0928,1.1055,1.112,1.0918,-1.1,-110,89.75,64.4,105.719,119.1282,0.260251023,0.153761482,1.12,4.1096,9.59,2.99597,33.63
12/10/2022,1.1066,1.0935,1.109,1.0895,1.26,126,87.83,64.4,105.719,119.1282,0.260251023,0.153761482,1.12,4.1096,9.59,2.99597,33.57
13/10/2022,1.1333,1.1079,1.1362,1.1042,2.41,241,89.59,64.4,105.719,119.1282,0.260251023,0.153761482,1.12,4.1096,9.59,2.99597,31.94
14/10/2022,1.1227,1.1338,1.1348,1.1208,-0.94,-94,86.1,64.4,105.719,119.1282,0.260251023,0.153761482,1.12,4.1096,9.59,2.99597,32.02
15/10/2022,1.1227,1.1338,1.1348,1.1208,-0.94,-94,86.1,64.4,105.719,119.1282,0.260251023,0.153761482,1.12,4.1096,9.59,2.99597,32.02
16/10/2022,1.1227,1.1338,1.1348,1.1208,-0.94,-94,86.1,64.4,105.719,119.1282,0.260251023,0.153761482,1.12,4.1096,9.59,2.99597,32.02
17/10/2022,1.1318,1.1236,1.1398,1.1235,0.81,81,86,64.4,105.719,119.1282,0.260251023,0.153761482,1.12,4.1096,9.59,2.99597,31.37
18/10/2022,1.1251,1.1318,1.1336,1.1207,-0.59,-59,83.29,64.4,105.719,119.1282,0.260251023,0.153761482,1.12,4.1096,9.59,2.99597,30.5
19/10/2022,1.126,1.1256,1.1314,1.1241,0.08,8,86,64.4,105.719,119.1282,0.260251023,0.153761482,1.12,4.1096,9.59,2.99597,30.76
20/10/2022,1.1279,1.1273,1.1347,1.1221,0.17,17,86.02,64.4,105.719,119.1282,0.260251023,0.153761482,1.12,4.1096,9.59,2.99597,29.98
21/10/2022,1.1275,1.1275,1.1292,1.121,-0.04,-4,85.47,64.4,105.719,119.1282,0.260251023,0.153761482,1.12,4.1096,9.59,2.99597,29.69
22/10/2022,1.1275,1.1275,1.1292,1.121,-0.04,-4,85.47,64.4,105.719,119.1282,0.260251023,0.153761482,1.12,4.1096,9.59,2.99597,29.69
23/10/2022,1.1275,1.1275,1.1292,1.121,-0.04,-4,85.47,64.4,105.719,119.1282,0.260251023,0.153761482,1.12,4.1096,9.59,2.99597,29.69
24/10/2022,1.1277,1.1333,1.1378,1.1277,0.02,2,86.12,64.4,105.719,119.1282,0.260251023,0.153761482,1.12,4.1096,9.59,2.99597,29.85
25/10/2022,1.1407,1.1286,1.1446,1.1273,1.15,115,86.93,64.4,105.719,119.1282,0.260251023,0.153761482,1.12,4.1096,9.59,2.99597,28.46
26/10/2022,1.147,1.1419,1.1481,1.1382,0.55,55,89.39,64.4,105.719,119.1282,0.260251023,0.153761482,1.12,4.1096,9.59,2.99597,27.28
27/10/2022,1.1455,1.1475,1.15,1.1431,-0.13,-13,89.06,64.4,105.719,119.1282,0.260251023,0.153761482,1.12,4.1096,9.59,2.99597,27.39
28/10/2022,1.1565,1.146,1.1579,1.1435,0.96,96,87.85,64.4,105.719,119.1282,0.260251023,0.153761482,1.12,4.1096,9.59,2.99597,25.75
29/10/2022,1.1565,1.146,1.1579,1.1435,0.96,96,87.85,64.4,105.719,119.1282,0.260251023,0.153761482,1.12,4.1096,9.59,2.99597,25.75
30/10/2022,1.1565,1.146,1.1579,1.1435,0.96,96,87.85,64.4,105.719,119.1282,0.260251023,0.153761482,1.12,4.1096,9.59,2.99597,25.75
31/10/2022,1.1482,1.1566,1.1581,1.1475,-0.72,-72,86.54,64.4,105.719,119.1282,0.260251023,0.153761482,1.12,4.1096,9.59,2.99597,25.88
1/11/2022,1.148,1.1486,1.1538,1.1443,-0.02,-2,88.36,62.5,111.7236,124.7747,0.260251023,0.153761482,1.055,3.4171,9.35,2.960207,25.81
2/11/2022,1.1421,1.1485,1.1507,1.142,-0.51,-51,90.06,62.5,111.7236,124.7747,0.260251023,0.153761482,1.055,3.4171,9.35,2.960207,25.86
3/11/2022,1.131,1.1428,1.1454,1.1297,-0.97,-97,88.14,62.5,111.7236,124.7747,0.260251023,0.153761482,1.055,3.4171,9.35,2.960207,25.3
4/11/2022,1.1304,1.1313,1.1361,1.1225,-0.05,-5,92.58,62.5,111.7236,124.7747,0.260251023,0.153761482,1.055,3.4171,9.35,2.960207,24.55
5/11/2022,1.1304,1.1313,1.1361,1.1225,-0.05,-5,92.58,62.5,111.7236,124.7747,0.260251023,0.153761482,1.055,3.4171,9.35,2.960207,24.55
6/11/2022,1.1304,1.1313,1.1361,1.1225,-0.05,-5,92.58,62.5,111.7236,124.7747,0.260251023,0.153761482,1.055,3.4171,9.35,2.960207,24.55
7/11/2022,1.1373,1.1236,1.1406,1.1235,0.61,61,91.8,62.5,111.7236,124.7747,0.260251023,0.153761482,1.055,3.4171,9.35,2.960207,24.35
8/11/2022,1.1371,1.1379,1.1417,1.1329,-0.02,-2,88.8,62.5,111.7236,124.7747,0.260251023,0.153761482,1.055,3.4171,9.35,2.960207,25.54
9/11/2022,1.1174,1.138,1.1395,1.1171,-1.73,-173,85.79,62.5,111.7236,124.7747,0.260251023,0.153761482,1.055,3.4171,9.35,2.960207,26.09
10/11/2022,1.1287,1.1179,1.1377,1.1172,1.01,101,86.52,62.5,111.7236,124.7747,0.260251023,0.153761482,1.055,3.4171,9.35,2.960207,23.53
11/11/2022,1.1145,1.1292,1.1327,1.1109,-1.26,-126,89.14,62.5,111.7236,124.7747,0.260251023,0.153761482,1.055,3.4171,9.35,2.960207,22.52
12/11/2022,1.1145,1.1292,1.1327,1.1109,-1.26,-126,89.14,62.5,111.7236,124.7747,0.260251023,0.153761482,1.055,3.4171,9.35,2.960207,22.52
13/11/2022,1.1145,1.1292,1.1327,1.1109,-1.26,-126,89.14,62.5,111.7236,124.7747,0.260251023,0.153761482,1.055,3.4171,9.35,2.960207,22.52
14/11/2022,1.1081,1.1142,1.1166,1.1047,-0.57,-57,85.85,62.5,111.7236,124.7747,0.260251023,0.153761482,1.055,3.4171,9.35,2.960207,23.73
15/11/2022,1.1195,1.1083,1.1297,1.1076,1.03,103,86.87,62.5,111.7236,124.7747,0.260251023,0.153761482,1.055,3.4171,9.35,2.960207,24.54
16/11/2022,1.1245,1.1207,1.1265,1.1153,0.45,45,85.62,62.5,111.7236,124.7747,0.260251023,0.153761482,1.055,3.4171,9.35,2.960207,24.11
17/11/2022,1.1287,1.125,1.1306,1.1198,0.37,37,81.69,62.5,111.7236,124.7747,0.260251023,0.153761482,1.055,3.4171,9.35,2.960207,23.93
18/11/2022,1.1344,1.129,1.137,1.1287,0.51,51,80.07,62.5,111.7236,124.7747,0.260251023,0.153761482,1.055,3.4171,9.35,2.960207,23.12
19/11/2022,1.1344,1.129,1.137,1.1287,0.51,51,80.07,62.5,111.7236,124.7747,0.260251023,0.153761482,1.055,3.4171,9.35,2.960207,23.12
20/11/2022,1.1344,1.129,1.137,1.1287,0.51,51,80.07,62.5,111.7236,124.7747,0.260251023,0.153761482,1.055,3.4171,9.35,2.960207,23.12
21/11/2022,1.1336,1.1353,1.1361,1.1286,-0.07,-7,79.74,62.5,111.7236,124.7747,0.260251023,0.153761482,1.055,3.4171,9.35,2.960207,22.36
22/11/2022,1.131,1.1342,1.1359,1.1294,-0.23,-23,80.83,62.5,111.7236,124.7747,0.260251023,0.153761482,1.055,3.4171,9.35,2.960207,21.29
23/11/2022,1.1359,1.1314,1.1391,1.1294,0.43,43,77.93,62.5,111.7236,124.7747,0.260251023,0.153761482,1.055,3.4171,9.35,2.960207,20.35
24/11/2022,1.1421,1.1364,1.1469,1.1353,0.55,55,77.93,62.5,111.7236,124.7747,0.260251023,0.153761482,1.055,3.4171,9.35,2.960207,20.42
25/11/2022,1.1432,1.1425,1.1473,1.1405,0.1,10,76.45,62.5,111.7236,124.7747,0.260251023,0.153761482,1.055,3.4171,9.35,2.960207,20.5
26/11/2022,1.1432,1.1425,1.1473,1.1405,0.1,10,76.45,62.5,111.7236,124.7747,0.260251023,0.153761482,1.055,3.4171,9.35,2.960207,20.5
27/11/2022,1.1432,1.1425,1.1473,1.1405,0.1,10,76.45,62.5,111.7236,124.7747,0.260251023,0.153761482,1.055,3.4171,9.35,2.960207,20.5
28/11/2022,1.1346,1.142,1.144,1.1336,-0.75,-75,77.1,62.5,111.7236,124.7747,0.260251023,0.153761482,1.055,3.4171,9.35,2.960207,22.21
29/11/2022,1.1401,1.1353,1.1454,1.1342,0.48,48,77.96,62.5,111.7236,124.7747,0.260251023,0.153761482,1.055,3.4171,9.35,2.960207,21.89
30/11/2022,1.1401,1.14,1.1427,1.1328,0,0,80.48,62.5,111.7236,124.7747,0.260251023,0.153761482,1.055,3.4171,9.35,2.960207,20.58
1/12/2022,1.147,1.1404,1.1545,1.1387,0.61,61,81.06,67.6,113.3291,124.1206,0.260251023,0.153761482,1.565,3.5015,9.24,2.840331,19.84
2/12/2022,1.1509,1.1473,1.1534,1.1397,0.34,34,79.86,67.6,113.3291,124.1206,0.260251023,0.153761482,1.565,3.5015,9.24,2.840331,19.06
3/12/2022,1.1509,1.1473,1.1534,1.1397,0.34,34,79.86,67.6,113.3291,124.1206,0.260251023,0.153761482,1.565,3.5015,9.24,2.840331,19.06
4/12/2022,1.1509,1.1473,1.1534,1.1397,0.34,34,79.86,67.6,113.3291,124.1206,0.260251023,0.153761482,1.565,3.5015,9.24,2.840331,19.06
5/12/2022,1.1485,1.1492,1.1544,1.1449,-0.21,-21,76.83,67.6,113.3291,124.1206,0.260251023,0.153761482,1.565,3.5015,9.24,2.840331,20.75
6/12/2022,1.1428,1.1485,1.1528,1.1419,-0.5,-50,74.21,67.6,113.3291,124.1206,0.260251023,0.153761482,1.565,3.5015,9.24,2.840331,22.17
7/12/2022,1.1474,1.143,1.1506,1.1408,0.4,40,71.93,67.6,113.3291,124.1206,0.260251023,0.153761482,1.565,3.5015,9.24,2.840331,22.68
8/12/2022,1.1455,1.148,1.1492,1.1426,-0.17,-17,71.3,67.6,113.3291,124.1206,0.260251023,0.153761482,1.565,3.5015,9.24,2.840331,22.29
9/12/2022,1.145,1.1459,1.1483,1.1406,-0.04,-4,71.05,67.6,113.3291,124.1206,0.260251023,0.153761482,1.565,3.5015,9.24,2.840331,22.83
10/12/2022,1.145,1.1459,1.1483,1.1406,-0.04,-4,71.05,67.6,113.3291,124.1206,0.260251023,0.153761482,1.565,3.5015,9.24,2.840331,22.83
11/12/2022,1.145,1.1459,1.1483,1.1406,-0.04,-4,71.05,67.6,113.3291,124.1206,0.260251023,0.153761482,1.565,3.5015,9.24,2.840331,22.83
12/12/2022,1.1485,1.1447,1.1505,1.143,0.31,31,72.96,67.6,113.3291,124.1206,0.260251023,0.153761482,1.565,3.5015,9.24,2.840331,25
13/12/2022,1.1474,1.149,1.1554,1.1448,-0.1,-10,75.44,67.6,113.3291,124.1206,0.260251023,0.153761482,1.565,3.5015,9.24,2.840331,22.55
